Country Name,Series,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Curacao,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,157.67288,..,..,..,..,..,..,..
Curacao,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.96031,..,..,..,..,..,..,..
Curacao,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,Government expenditure on education as % of GDP (%),3.44871,3.37547,3.37627,3.33924,3.57539,3.7803,4.09555,4.15997,3.74123,..,..,..,4.77208,4.98954,5.11552,5.58167,6.67023,6.11772,6.28667,6.33027,6.28083,6.72276,7.20545,6.5428,6.53854,..,6.48378,6.4485,6.34636,6.1638,5.77719,..,..,..
Cyprus,"Gross enrolment ratio, primary, female (%)",80.55205,81.67319,82.06778,82.30019,81.90617,80.23932,101.09876,100.7386,99.71073,99.49813,99.83441,..,97.2204,96.8193,96.76742,97.85232,97.78993,97.49887,100.79126,102.22995,102.07909,102.74954,104.7597,101.63377,100.79486,100.05692,99.87841,99.58708,99.29021,98.72413,99.36173,99.34234,..,..
Cyprus,"Gross enrolment ratio, primary, gender parity index (GPI)",0.98866,0.98422,0.98603,0.99831,0.99847,0.99452,1,0.99937,0.99663,0.99448,1.00079,..,0.99566,1.00177,1.00237,1.00157,1.00358,0.99508,0.99871,0.99701,0.99251,0.98863,0.98884,1.00018,0.99221,0.9977,1.00227,1.00852,0.99981,1.00354,1.00108,0.99115,..,..
Cyprus,"Out-of-school children of primary school age, both sexes (number)",14827,14186,14590,15643,16013,17852,1508,1986,2460,2516,2411,..,63,1276,1347,724,517,482,15,37,114,228,198,19,82,710,973,1217,758,961,754,329,..,..
Czech Republic,Government expenditure on education as % of GDP (%),..,..,..,..,..,3.77508,4.18452,4.67885,4.54563,4.27039,..,3.5972,3.68481,3.65089,3.74855,3.97256,4.13643,4.01424,3.89038,4.2171,3.86663,3.74455,4.17128,4.06446,4.27214,4.25086,4.09089,3.99462,5.78885,5.58738,3.85402,..,..,..
Czech Republic,"Gross enrolment ratio, primary, female (%)",92.4088,90.40003,92.09606,93.36648,96.6315,108.68231,103.24586,105.68595,104.5304,103.81605,101.76818,102.99055,102.67206,103.10368,102.93415,100.88593,98.21775,97.89318,98.48706,99.5873,102.78758,105.34194,105.72765,103.59071,100.47488,99.32076,98.77562,98.67689,99.69926,100.49187,100.95971,100.81886,..,..
Czech Republic,"Gross enrolment ratio, primary, gender parity index (GPI)",0.97036,0.97034,1.00484,1.0035,1.00604,1.16702,1.01096,1.00281,0.99897,0.99215,0.99962,0.99812,0.99318,0.99563,0.99097,0.9873,0.98419,0.9862,0.98581,0.99207,0.99252,0.99279,0.99551,0.996,0.99449,0.99908,1.00067,1.00017,1.00358,1.00552,1.0056,1.00602,..,..
Czech Republic,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,4592,..,..,..,..,..,..,..,202,2839,250,16,3219,2076,5048,3511,1026,1840,1847,2386,..,..
Denmark,Government expenditure on education as % of GDP (%),6.07808,6.33533,5.83814,..,5.59676,..,7.77282,7.47106,7.47104,7.88494,..,8.10675,7.93116,8.08434,8.21545,8.21303,8.12193,8.20763,8.08557,7.72991,7.6156,7.47605,8.44888,8.55955,8.48486,7.23782,8.49443,7.63485,..,..,7.81608,..,..,..
Denmark,"Gross enrolment ratio, primary, female (%)",98.9879,99.15072,97.94835,97.84123,98.31617,97.33748,98.43646,100.2129,100.57589,100.44908,..,101.74723,101.5151,101.57652,101.5231,103.46623,..,100.66441,98.67506,99.32654,100.05085,99.90137,99.75237,99.68572,100.47503,100.89399,101.00692,100.70018,100.76162,101.19146,100.93354,100.46653,..,..
Denmark,"Gross enrolment ratio, primary, gender parity index (GPI)",1.00253,1.00347,1.00299,1.00313,1.00124,0.99811,0.99742,0.99782,1.00338,0.9962,..,1.00311,1.00347,1.00286,1.0031,1.00271,..,0.99869,0.99888,1.00049,1.00071,1.00563,1.00367,1.00204,0.99409,0.99111,0.98968,0.9886,0.98671,0.98831,0.99359,0.99889,..,..
Denmark,"Out-of-school children of primary school age, both sexes (number)",4519,3934,8171,8299,6046,8621,9982,4270,5640,6193,..,1978,779,267,598,560,..,7258,6012,4619,2048,2674,3783,4875,4182,2629,1172,2315,275,47,944,2813,..,..
Djibouti,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,7.62948,9.66,7.80543,8.4476,8.88985,9.26467,8.36589,8.27878,8.40625,..,..,4.49022,..,..,..,..,3.59024,3.92439,3.74856,3.62774,..,..
Djibouti,"Gross enrolment ratio, primary, female (%)",28.23616,28.21928,27.81715,28.17876,27.48824,28.74382,27.15124,28.56857,29.43873,28.77225,28.09163,27.6932,27.13859,27.59382,31.27732,33.23664,..,37.12619,39.19601,41.34509,46.00231,57.21702,58.49201,..,69.28321,72.36631,71.78188,72.9942,72.83492,71.88542,71.9182,71.18781,75.11438,72.20651
Djibouti,"Gross enrolment ratio, primary, gender parity index (GPI)",0.71225,0.72156,0.73278,0.73531,0.72186,0.73062,0.78289,0.77674,0.77895,0.75353,0.74961,0.75668,0.718,0.74021,0.7531,0.76739,..,0.78849,0.81724,0.81882,0.8889,0.94791,0.99388,..,1.07869,1.07973,1.06331,1.05233,1.07193,1.0673,1.06238,1.02351,0.9957,0.95842
Djibouti,"Out-of-school children of primary school age, both sexes (number)",58368,62653,66363,68605,70241,69774,72923,73558,74769,77662,81979,..,85856,85747,81708,79398,..,74786,73323,70269,64895,49807,49230,..,37863,..,37538,29421,35253,37933,35576,33948,30090,30897
Dominica,Government expenditure on education as % of GDP (%),..,..,4.28991,..,..,..,..,..,..,..,..,5.73986,4.02858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.40858,..,..,..,5.57345,..
Dominica,"Gross enrolment ratio, primary, female (%)",97.37545,96.80214,..,103.07769,111.01128,113.56909,131.79829,142.30683,148.80076,..,..,..,125.77855,115.16501,106.29451,100.01896,95.8278,92.05247,91.53555,90.29773,91.40301,93.52914,97.14493,101.84143,107.99784,112.82782,113.75409,116.39496,115.24678,113.15034,..,..,98.70346,..
Dominica,"Gross enrolment ratio, primary, gender parity index (GPI)",0.95421,0.93893,..,0.93649,0.9788,1.00952,1.07781,1.11769,1.14624,..,..,..,1.03422,1.019,1.01149,0.99914,1.00507,0.99904,1.00132,0.98943,0.97087,0.97342,0.97375,0.98288,0.99417,0.97949,0.98399,1.00503,0.98417,0.97337,..,..,0.96776,..
Dominica,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,171,778,610,863,1033,1247,1293,1575,1418,722,..,88,..,..,..,..,61,..,..,228,..
Dominican Republic,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,0.77395,0.89337,1.0333,1.22725,..,..,..,1.88829,1.96783,1.91401,1.84465,..,..,..,2.04679,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,107.91341,111.27373,113.96439,..,118.57946,116.28527,104.97045,105.54788,100.92921,109.89008,105.6554,103.5379,103.41371,104.31606,102.4151,103.77348,102.2051,106.21861,105.81693,103.96925,102.47112,109.43024,..
Dominican Republic,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,0.97309,0.97742,0.96854,..,1.00736,1.00754,0.94834,0.94992,0.94997,0.93569,0.93271,0.86353,0.88124,0.90545,0.90383,0.90808,0.9066,0.91242,0.92314,0.93251,0.94176,0.95223,..
Dominican Republic,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,158891,144073,..,67726,108247,170852,156721,170671,97872,141477,48796,54305,56059,70495,73041,93781,52389,53438,61774,65825,45804,..
Early-demographic dividend,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Early-demographic dividend,"Gross enrolment ratio, primary, female (%)",82.48435,83.90834,85.1462,84.95652,85.92294,86.32863,87.50373,88.41044,88.1596,88.67379,89.00491,89.1749,89.993,91.04676,91.76702,92.91181,98.24674,99.51595,100.94182,101.9363,103.93831,105.04041,105.38388,105.93799,106.25407,107.01172,108.97238,107.55848,107.82296,111.20213,109.83993,101.37502,101.33099,..
Early-demographic dividend,"Gross enrolment ratio, primary, gender parity index (GPI)",0.82302,0.83163,0.82876,0.83523,0.84989,0.85868,0.8708,0.87474,0.87565,0.87594,0.88436,0.88659,0.89356,0.89735,0.90536,0.91387,0.95602,0.95895,0.96244,0.96759,0.97224,0.98593,0.99179,0.99647,1.00019,1.00033,1.03033,1.02546,1.02568,1.04224,1.03644,0.98814,0.98817,..
Early-demographic dividend,"Out-of-school children of primary school age, both sexes (number)",59821478,58116582,55398163,56579631,56817006,57748663,57164975,55888801,57207722,56058633,56811169,56800669,55166786,51022340,49164644,48107923,41819457,37179573,32967041,30896946,25289230,24590169,25098184,23721132,24066776,22314635,20035565,19576765,19924428,19423938,19178322,19584120,19680314,..
East Asia & Pacific,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,3.093619943,..,..,..,..,..,3.551379919,3.828769922,..,3.853950024,3.634994984,3.905110002,3.454550028,3.508500099,4.530979872,3.639499903,4.125804901,4.577460051,4.526404858,4.714849949,..,..,..,..,..,..
East Asia & Pacific,"Gross enrolment ratio, primary, female (%)",112.12621,113.45384,113.97339,113.18544,112.23955,111.3401,109.6755,108.34901,106.61634,104.88798,103.70723,103.97496,104.69596,106.42555,108.28916,106.99074,105.79273,104.76207,103.13424,101.15048,101.39334,101.45245,101.29098,101.5117,101.92427,102.39311,102.14612,100.15152,100.23131,101.10995,101.73821,101.95658,103.34092,..
East Asia & Pacific,"Gross enrolment ratio, primary, gender parity index (GPI)",0.9069,0.91377,0.92206,0.92822,0.93937,0.94784,0.94843,0.95478,0.95859,0.96372,0.97011,0.9715,0.97692,0.98113,0.98614,0.98697,0.9887,0.99161,0.98839,0.98657,0.98386,0.98531,0.98429,0.9925,0.99456,0.99191,0.99469,0.99481,0.9931,0.99569,0.99693,0.99782,0.99752,..
East Asia & Pacific,"Out-of-school children of primary school age, both sexes (number)",12213286,9774978,7877478,8290766,8291082,9213282,10625823,12627894,15576043,17790493,19568716,15921628,11399592,10522053,9387901,9026162,8674985,9032610,8977730,9984699,7783584,7583137,6814850,6504966,6165323,6063459,6385141,6219605,6060627,6231961,5999393,5953998,6208333,..
East Asia & Pacific (excluding high income),Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,2.442089975,2.896309972,3.733065009,..,..,4.260559916,2.668550014,2.997080088,..,2.58137989,..,..,3.078419924,3.508500099,3.861939907,4.076770067,4.60902977,4.865950108,4.53144002,..,..,..,..,..,..,..
East Asia & Pacific (excluding high income),"Gross enrolment ratio, primary, female (%)",113.205,114.66728,115.2105,114.29541,113.28002,112.294,110.46906,108.96082,107.07235,105.19504,103.96334,104.24579,105.03348,106.95037,109.02771,107.62247,106.29523,105.10292,103.31286,101.13396,101.34044,101.4123,101.22681,101.45744,101.88773,102.43627,102.24686,100.12212,100.27404,101.27043,101.96656,102.18127,103.41218,..
East Asia & Pacific (excluding high income),"Gross enrolment ratio, primary, gender parity index (GPI)",0.89858,0.90611,0.91512,0.92174,0.93383,0.94297,0.94365,0.95053,0.95462,0.96018,0.96726,0.96878,0.97463,0.97927,0.98466,0.98558,0.9875,0.99084,0.9874,0.98539,0.98248,0.98405,0.98294,0.99179,0.99396,0.9912,0.99424,0.99433,0.9925,0.99529,0.99667,0.99765,0.99723,..
East Asia & Pacific (excluding high income),"Out-of-school children of primary school age, both sexes (number)",11272763,8998395,7200261,7437359,7396424,8328285,9765388,11749736,14652276,16899064,18696612,15097657,10626821,9829781,8721639,8351421,8048620,8424995,8432810,9445079,7318821,7162871,6441823,6157825,5827165,5685627,5996836,5870216,5803268,5927766,5686941,5663798,5927426,..
East Asia & Pacific (IDA & IBRD countries),Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
East Asia & Pacific (IDA & IBRD countries),"Gross enrolment ratio, primary, female (%)",113.31621,114.79032,115.34382,114.42939,113.4109,112.41829,110.57558,109.05019,107.14098,105.24504,104.00219,104.28659,105.08176,107.01744,109.11829,107.70554,106.36881,105.15982,103.35243,101.15148,101.35904,101.43129,101.24448,101.48876,101.93502,102.50002,102.31916,100.19948,100.36376,101.38017,102.09187,102.31677,103.55719,..
East Asia & Pacific (IDA & IBRD countries),"Gross enrolment ratio, primary, gender parity index (GPI)",0.89801,0.90557,0.9146,0.92123,0.93337,0.94256,0.94323,0.95018,0.95431,0.95992,0.96706,0.96861,0.97451,0.97919,0.98463,0.98555,0.98748,0.99084,0.98734,0.98528,0.98234,0.98391,0.9828,0.99176,0.99397,0.99121,0.99429,0.99438,0.99254,0.99535,0.99674,0.99773,0.9973,..
East Asia & Pacific (IDA & IBRD countries),"Out-of-school children of primary school age, both sexes (number)",11244088,8970170,7170937,7405988,7363106,8293688,9730098,11714453,14617425,16864581,18662018,15063099,10591902,9794301,8685569,8314906,8011913,8388333,8396390,9409112,7283327,7127740,6406984,6106183,5758947,5601255,5896965,5726277,5642653,5752094,5496737,5458759,5724946,..
Ecuador,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,1.99764,..,..,2.19537,1.54734,1.15093,..,..,..,..,..,..,..,..,4.34242,4.50743,4.72689,4.64307,5.00464,5.26099,4.9987,..,..,..,..,..
Ecuador,"Gross enrolment ratio, primary, female (%)",124.05047,124.60315,..,..,..,..,125.84201,109.48658,109.48311,110.04267,112.95342,111.39415,111.18934,111.34131,112.31448,112.7369,111.84497,110.71233,109.89504,109.17375,110.14902,108.71723,112.62227,113.21941,114.36654,112.72615,111.63215,113.06673,107.93711,105.4088,104.16268,104.12743,..,..
Ecuador,"Gross enrolment ratio, primary, gender parity index (GPI)",0.98589,0.9882,..,..,..,..,0.9929,0.99812,0.99824,0.99711,0.99651,1.00054,1.00269,0.99877,1.00364,1.00239,1.00216,1.00115,1.00037,0.99934,1.00244,1.01891,1.0068,1.00241,1.00428,1.00785,1.00463,1.00327,1.00462,1.00888,1.01194,1.01642,..,..
Ecuador,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,128115,121288,102732,62327,55723,60406,50654,27626,14231,15549,..,38135,27548,16798,102041,17566,14251,16225,22018,19637,19364,18294,19917,21217,24550,..,..
"Egypt, Arab Rep.",Government expenditure on education as % of GDP (%),..,4.52522,4.60006,..,..,4.05067,4.1977,4.58376,4.604,4.67157,..,..,..,..,..,..,4.94563,4.67072,4.79443,4.00178,3.68461,3.76083,..,..,..,..,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.","Gross enrolment ratio, primary, female (%)",76.95665,77.56835,80.8555,83.45578,85.20469,78.7997,79.89998,87.84827,82.95275,83.78275,90.03382,..,90.55926,90.38898,91.01946,92.20969,93.20288,94.10366,93.05295,94.72658,96.22624,..,99.65919,100.73978,96.82499,104.06121,104.62894,103.71776,..,105.43012,106.27984,106.49911,106.85143,..
"Egypt, Arab Rep.","Gross enrolment ratio, primary, gender parity index (GPI)",0.81903,0.78912,0.83553,0.85005,0.84122,0.86178,0.86868,0.85471,0.88816,0.76296,0.87843,..,0.92325,0.93109,0.9406,0.94831,0.95733,0.96778,0.94735,0.95045,0.9581,..,0.96744,0.97102,0.95477,0.98676,0.99144,0.99713,..,1.00067,1.00268,1.00392,1.00809,..
"Egypt, Arab Rep.","Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,1021099,..,..,918774,..,1093575,940878,859931,779610,698991,629617,740263,1021441,571625,..,419055,232505,399760,93461,..,44389,..,57267,63338,77552,90674,..
El Salvador,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,2.54725,2.56261,2.83868,..,3.24284,3.13467,..,3.17785,3.49298,3.60985,4.45811,4.6595,4.04807,3.8985,3.71247,3.80149,3.82416,3.90988,3.82524,3.72523,3.59242,..,..
El Salvador,"Gross enrolment ratio, primary, female (%)",101.71791,103.49001,100.71837,..,98.39571,101.67531,102.33652,..,102.73832,109.59003,77.2576,110.41843,110.28519,109.4518,110.31865,110.37031,113.36215,116.17256,116.11904,115.56408,123.59883,113.86304,112.64938,112.25973,111.37353,109.57779,107.03049,103.93379,100.42776,97.77417,94.4722,93.26777,..,..
El Salvador,"Gross enrolment ratio, primary, gender parity index (GPI)",0.99182,0.99431,0.98729,..,0.98024,0.9861,0.9814,..,0.98424,0.97336,0.9662,0.96881,0.95967,0.954,0.96028,0.94877,0.96452,0.96733,0.96592,0.96526,1.00164,0.96571,0.96475,0.95479,0.95319,0.95209,0.95352,0.95772,0.95835,0.96099,0.96637,0.9683,..,..
El Salvador,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,129937,..,62638,56806,42074,38209,..,..,..,..,..,..,..,..,..,..,50020,64815,74263,102738,95746,..,..
Equatorial Guinea,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,2.18798,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,109.085,112.54016,..,..,..,..,..,93.21967,105.47832,101.47444,94.01621,..,88.49178,..,..,70.83446,69.23183,68.9304,67.8272,68.96216,..,..,61.58919,..,..,..,..,..
Equatorial Guinea,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,0.93782,0.96104,..,..,..,..,..,0.82578,0.96859,0.95191,0.98549,..,0.9671,..,..,0.96422,0.9732,0.98721,0.9967,0.99481,..,..,0.99409,..,..,..,..,..
Equatorial Guinea,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,23795,..,..,..,..,..,24570,20374,22752,25175,..,..,..,..,59450,63547,67334,68909,70017,..,..,83611,..,..,..,..,..
Eritrea,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,1.63855,..,4.62058,5.26281,..,4.04716,3.5239,..,3.14897,..,2.127,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,"Gross enrolment ratio, primary, female (%)",..,..,34.87287,31.17114,28.96777,43.16348,49.578,53.60294,56.42147,59.68321,59.49905,..,64.53011,72.52666,73.54281,81.58758,90.90686,96.74239,100.75392,100.63411,94.27803,88.67391,83.55643,76.91639,78.62071,79.69206,94.32261,73.43309,70.39866,..,63.19859,63.07898,..,..
Eritrea,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,0.90419,0.94113,0.95803,0.86059,0.81595,0.80843,0.81008,0.82042,0.82892,..,0.8335,0.82514,0.82763,0.80529,0.81099,0.80488,0.81283,0.81806,0.84398,0.83676,0.84431,0.85265,0.84012,0.84254,1.04512,0.85368,0.86172,..,0.85945,0.85746,..,..
Eritrea,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,229106,..,231606,233515,231358,229638,..,199867,171852,160101,126612,95191,72678,53201,46765,66304,80594,99124,117798,114587,113594,144901,162329,186394,..,238210,241988,..,..
Estonia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,5.70691,5.50267,5.90541,6.06233,6.34614,6.24435,6.64656,5.33243,5.22461,5.43131,5.27117,4.87735,4.81316,..,4.62064,5.47738,5.92652,5.47338,4.96992,4.68269,4.81267,5.36708,5.10685,5.17054,4.97338,..,..,..
Estonia,"Gross enrolment ratio, primary, female (%)",111.70566,113.39865,111.77241,92.09677,90.89423,90.51714,88.58701,89.37838,90.41174,94.34809,96.40082,98.68825,100.57664,102.44025,102.94253,101.46101,99.91012,98.4815,97.58176,96.46679,98.11578,100.6629,102.10451,102.24125,101.57171,100.82386,99.2785,97.7037,97.14974,97.1917,97.25396,97.7984,..,..
Estonia,"Gross enrolment ratio, primary, gender parity index (GPI)",0.99654,0.98261,0.97484,0.97051,0.97165,0.97437,0.97719,0.97679,0.97198,0.97669,0.9838,0.98302,0.98473,0.99018,0.98467,0.98281,0.97585,0.97689,0.97426,0.9757,0.9845,0.98198,0.98208,0.98516,0.99728,0.99748,0.99434,0.99398,1.00007,1.00148,1.00048,1.0026,..,..
Estonia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,17158,12362,..,999,1036,1221,1232,1218,552,1177,1220,1177,68,322,606,404,18,34,947,1598,2012,2244,2142,1946,..,..
Eswatini,Government expenditure on education as % of GDP (%),5.8022,5.51156,5.66129,5.48457,..,..,..,5.14029,5.65314,4.93816,..,..,5.09095,5.50848,4.83824,4.44087,5.81677,5.40161,6.48462,6.55476,..,6.61812,6.47135,6.11837,6.86433,..,..,7.07032,..,..,..,..,..,..
Eswatini,"Gross enrolment ratio, primary, female (%)",90.61533,90.19989,89.71034,91.42235,91.51639,92.86652,94.0837,96.67228,100.79564,100.86588,102.2118,102.43824,103.91703,103.36628,102.42723,99.53431,100.32365,104.97987,107.54134,112.53667,114.78299,..,114.04317,118.84358,116.92562,117.38054,115.72332,114.84558,113.52822,111.79143,110.34846,110.05198,..,..
Eswatini,"Gross enrolment ratio, primary, gender parity index (GPI)",0.99392,0.99456,1.00208,0.99536,0.9876,0.9833,0.97624,0.98029,0.97778,0.96998,0.97003,0.95888,0.95823,0.94499,0.95243,0.92949,0.94453,0.93085,0.92712,0.91671,0.91248,..,0.905,0.90746,0.88533,0.90337,0.9029,0.90716,0.90907,0.91816,0.92021,0.92264,..,..
Eswatini,"Out-of-school children of primary school age, both sexes (number)",46860,49186,51914,50112,50933,49413,50588,46978,41251,42342,..,..,..,..,..,..,..,..,..,..,..,..,34556,23434,13336,22581,30229,29136,31776,31985,35890,33794,..,..
Ethiopia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,2.35421,..,..,2.77462,2.75794,..,..,3.98311,3.70029,3.63245,..,..,..,5.49096,5.45113,5.4082,4.42207,4.49659,5.48576,5.56678,4.49855,4.60202,4.73792,..,..,..,..,..
Ethiopia,"Gross enrolment ratio, primary, female (%)",31.11454,31.25526,30.61606,27.93082,25.19856,21.27554,17.84467,19.69381,21.84746,25.57613,29.20266,37.16002,37.68291,43.27433,49.57102,53.2157,55.02469,59.56774,71.91227,77.48825,83.80402,89.93562,89.86032,88.01612,90.36852,90.71758,..,94.96896,96.0853,..,..,..,..,..
Ethiopia,"Gross enrolment ratio, primary, gender parity index (GPI)",0.63681,0.62025,0.64322,0.65671,0.66555,0.72762,0.69941,0.62986,0.59918,0.57506,0.56531,0.58963,0.61367,0.656,0.69416,0.71718,0.73384,0.78253,0.83556,0.87204,0.88934,0.90427,0.92723,0.92439,0.92113,0.92815,..,0.91799,0.90851,..,..,..,..,..
Ethiopia,"Out-of-school children of primary school age, both sexes (number)",4821411,4941038,5202369,..,..,..,..,7228304,7270373,7103331,..,6728261,6643489,6382724,6085635,6014090,6143478,6045715,4919386,4513859,3955683,3286605,3441635,3811908,3293817,3113007,..,2194044,2306559,..,..,..,..,..
Euro area,Government expenditure on education as % of GDP (%),4.602769852,4.56600523,..,4.543669939,4.797194958,..,4.840469837,4.697184801,4.701495171,4.796005011,..,4.598649979,4.801280022,4.893635035,5.33506012,5.409160137,5.108510017,5.07847023,5.070759773,4.90802002,4.817080021,5.185024977,5.575470209,5.541399956,5.31856513,5.461319923,5.376790047,5.281619787,..,..,..,..,..,..
Euro area,"Gross enrolment ratio, primary, female (%)",104.31872,104.20029,104.21738,103.43031,102.76728,101.69563,101.85494,101.97762,101.85993,102.54019,102.47916,103.78077,103.4491,103.53156,103.13266,102.22039,102.00264,101.96377,102.87319,103.24975,103.59265,103.49697,103.17432,102.85994,102.75836,102.49703,102.95793,102.23052,102.28719,102.10309,102.41336,102.39953,102.4511,..
Euro area,"Gross enrolment ratio, primary, gender parity index (GPI)",0.99475,0.98982,0.99226,0.99478,0.9958,0.99505,0.99563,0.9925,0.9865,0.98626,0.98909,0.9878,0.98825,0.99021,0.99055,0.98717,0.98792,0.98904,0.98772,0.98702,0.9883,0.9878,0.98976,0.99058,0.99228,0.9947,0.99694,0.99722,0.99795,0.99962,0.99558,0.99601,0.99693,..
Euro area,"Out-of-school children of primary school age, both sexes (number)",596845,560615,533334,557954,581334,659284,627079,640094,538931,394122,356652,114410,188235,195011,215855,362367,364236,356258,201856,187127,152594,183506,200577,196064,160579,181012,202579,264100,216592,184999,211827,242502,241279,..
Europe & Central Asia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,4.625465155,4.534334898,..,4.453450203,4.523359776,4.176370144,4.680490017,4.569795132,4.957804918,4.855050087,4.925410032,4.93479991,4.699815035,4.956730127,5.130670071,5.259534836,4.993620157,4.933310032,5.040480137,5.123250008,..,..,..,..,..,..
Europe & Central Asia,"Gross enrolment ratio, primary, female (%)",103.74217,104.0089,103.37915,103.09362,103.53928,103.01478,102.84495,102.43571,101.96246,101.70632,101.28097,101.93232,101.95412,101.85607,102.66918,103.28406,102.36167,101.81465,100.94352,100.66547,100.80912,101.12018,100.91177,101.18562,101.42266,101.42973,102.98183,101.94232,101.22869,101.17104,100.47945,100.61621,100.58048,..
Europe & Central Asia,"Gross enrolment ratio, primary, gender parity index (GPI)",0.9841,0.98278,0.98441,0.98553,0.98663,0.98788,0.98823,0.98626,0.98408,0.9824,0.98228,0.98101,0.98156,0.98212,0.98375,0.98383,0.98601,0.98707,0.98673,0.98858,0.9897,0.98976,0.99178,0.993,0.99483,0.9956,0.9982,0.99918,0.99924,0.99936,0.99651,0.99536,0.99613,..
Europe & Central Asia,"Out-of-school children of primary school age, both sexes (number)",2754979,2482961,2569955,2520444,2322178,2440300,2568092,2638471,2791227,2520507,2473078,1823280,1684637,1792659,1575210,1440939,1317589,1306945,1476900,1515647,1456953,1185568,1311627,1152455,1099530,1118742,975119,1104627,999914,991113,1002206,1076065,1111526,..
Europe & Central Asia (excluding high income),Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,3.618079901,3.25661993,3.290529966,3.300149918,3.421950102,3.258670092,3.512150049,3.403480053,3.812045097,4.16305995,4.285749912,..,4.046530008,3.903880119,..,..,..,..,..,..,..,..
Europe & Central Asia (excluding high income),"Gross enrolment ratio, primary, female (%)",105.57975,106.44267,105.14112,105.19545,106.92727,106.4056,105.46997,104.23717,103.25368,102.1493,101.39313,101.38919,101.86517,101.55342,103.7323,106.09998,104.10594,101.82488,99.22043,98.50395,98.79477,99.33942,99.08558,99.83124,100.41123,99.9329,102.48982,101.81838,100.18046,100.41262,98.66758,99.36015,99.24105,..
Europe & Central Asia (excluding high income),"Gross enrolment ratio, primary, gender parity index (GPI)",0.96999,0.97105,0.97174,0.9727,0.97306,0.97536,0.97844,0.97652,0.97566,0.97267,0.97177,0.96964,0.96979,0.96859,0.97147,0.9739,0.978,0.9809,0.9813,0.98466,0.98656,0.98913,0.99208,0.99467,0.99641,0.99509,0.99788,0.99993,0.99953,0.99887,0.99632,0.99399,0.99494,..
